Transaction_ID,Customer_ID,Order_Date,Product_Category,Transaction_Amount,Status,Region
TXN_1340,CUST_158,2026-01-15,Crypto Trade,50.0,Completed,LATAM
TXN_1341,CUST_185,2026-01-15,Micro Loan,50.0,Completed,North America
TXN_1342,CUST_121,2026-01-15,Micro Loan,300.0,Completed,Europe
TXN_1343,CUST_129,2026-01-15,Wealth Management,300.0,Completed,Europe
TXN_1344,CUST_137,2026-01-15,Crypto Trade,300.0,Completed,North America
TXN_1345,CUST_150,2026-01-15,Peer Transfer,150.0,Failed,LATAM
TXN_1346,CUST_153,2026-01-15,Micro Loan,150.0,Refunded,North America
TXN_1347,CUST_107,2026-01-15,Peer Transfer,1200.0,Completed,Europe
TXN_1348,CUST_126,2026-01-15,Peer Transfer,150.0,Failed,Asia-Pacific
TXN_1349,CUST_126,2026-01-15,Micro Loan,150.0,Completed,LATAM
TXN_1350,CUST_197,2026-01-15,Peer Transfer,50.0,Completed,Europe
TXN_1351,CUST_120,2026-01-15,Micro Loan,150.0,Refunded,LATAM
TXN_1352,CUST_129,2026-01-15,Peer Transfer,150.0,Completed,North America
TXN_1353,CUST_196,2026-01-15,Micro Loan,150.0,Completed,Asia-Pacific
TXN_1354,CUST_127,2026-01-15,Crypto Trade,150.0,Failed,North America
TXN_1355,CUST_163,2026-01-15,Wealth Management,150.0,Completed,Asia-Pacific
TXN_1356,CUST_196,2026-01-15,Micro Loan,300.0,Failed,LATAM
TXN_1357,CUST_168,2026-01-15,Micro Loan,300.0,Failed,LATAM
TXN_1358,CUST_160,2026-01-15,Wealth Management,1200.0,Completed,North America
TXN_1359,CUST_147,2026-01-15,Micro Loan,300.0,Failed,Asia-Pacific
TXN_1360,CUST_118,2026-01-16,Micro Loan,5000.0,Completed,Asia-Pacific
TXN_1361,CUST_103,2026-01-16,Peer Transfer,50.0,Completed,LATAM
TXN_1362,CUST_134,2026-01-16,Wealth Management,50.0,Completed,North America
TXN_1363,CUST_163,2026-01-16,Crypto Trade,50.0,Refunded,Asia-Pacific
TXN_1364,CUST_148,2026-01-16,Micro Loan,300.0,Completed,LATAM
TXN_1365,CUST_116,2026-01-16,Wealth Management,1200.0,Completed,Europe
TXN_1366,CUST_143,2026-01-16,Peer Transfer,50.0,Completed,North America
TXN_1367,CUST_191,2026-01-16,Crypto Trade,,Completed,Europe
TXN_1368,CUST_129,2026-01-16,Wealth Management,50.0,Completed,North America
TXN_1369,CUST_192,2026-01-16,Crypto Trade,,Completed,LATAM
TXN_1370,CUST_145,2026-01-16,Crypto Trade,150.0,Completed,Asia-Pacific
TXN_1371,CUST_105,2026-01-16,Crypto Trade,50.0,Completed,Asia-Pacific
TXN_1372,CUST_198,2026-01-16,Micro Loan,150.0,Failed,Asia-Pacific
TXN_1373,CUST_136,2026-01-16,Micro Loan,50.0,Completed,North America
TXN_1374,CUST_123,2026-01-16,Peer Transfer,50.0,Completed,LATAM
TXN_1375,CUST_192,2026-01-16,Peer Transfer,150.0,Refunded,Europe
TXN_1376,CUST_145,2026-01-16,Wealth Management,1200.0,Completed,LATAM
TXN_1377,CUST_152,2026-01-16,Peer Transfer,150.0,Refunded,Europe
TXN_1378,CUST_194,2026-01-16,Crypto Trade,150.0,Completed,North America
TXN_1379,CUST_198,2026-01-16,Crypto Trade,300.0,Failed,North America
TXN_1380,CUST_159,2026-01-16,Micro Loan,300.0,Completed,Europe
TXN_1381,CUST_196,2026-01-16,Crypto Trade,50.0,Completed,Europe
TXN_1382,CUST_162,2026-01-16,Wealth Management,150.0,Completed,Europe
TXN_1383,CUST_184,2026-01-16,Crypto Trade,50.0,Failed,LATAM
TXN_1384,CUST_131,2026-01-17,Crypto Trade,50.0,Completed,Europe
TXN_1385,CUST_186,2026-01-17,Wealth Management,300.0,Completed,North America
TXN_1386,CUST_132,2026-01-17,Peer Transfer,50.0,Completed,North America
TXN_1387,CUST_166,2026-01-17,Peer Transfer,150.0,Completed,Asia-Pacific
TXN_1388,CUST_117,2026-01-17,Wealth Management,300.0,Completed,Europe
TXN_1389,CUST_124,2026-01-17,Micro Loan,50.0,Completed,LATAM
TXN_1390,CUST_194,2026-01-17,Crypto Trade,150.0,Failed,LATAM
TXN_1391,CUST_153,2026-01-17,Wealth Management,50.0,Completed,LATAM
TXN_1392,CUST_157,2026-01-17,Crypto Trade,5000.0,Completed,Asia-Pacific
TXN_1393,CUST_166,2026-01-17,Micro Loan,150.0,Completed,North America
TXN_1394,CUST_145,2026-01-17,Crypto Trade,1200.0,Completed,LATAM
TXN_1395,CUST_123,2026-01-17,Wealth Management,150.0,Completed,North America
TXN_1396,CUST_131,2026-01-17,Crypto Trade,50.0,Completed,Asia-Pacific
TXN_1397,CUST_146,2026-01-17,Peer Transfer,300.0,Completed,Europe
TXN_1398,CUST_185,2026-01-17,Micro Loan,5000.0,Completed,Europe
TXN_1399,CUST_122,2026-01-17,Micro Loan,300.0,Completed,Europe
TXN_1400,CUST_165,2026-01-17,Micro Loan,1200.0,Failed,LATAM
TXN_1401,CUST_126,2026-01-17,Wealth Management,1200.0,Refunded,Europe
TXN_1402,CUST_101,2026-01-17,Micro Loan,50.0,Completed,LATAM
TXN_1403,CUST_189,2026-01-17,Peer Transfer,50.0,Refunded,Asia-Pacific
TXN_1404,CUST_116,2026-01-17,Wealth Management,300.0,Completed,Asia-Pacific
TXN_1405,CUST_132,2026-01-17,Peer Transfer,150.0,Completed,LATAM
TXN_1406,CUST_108,2026-01-17,Crypto Trade,1200.0,Completed,North America
TXN_1407,CUST_142,2026-01-17,Crypto Trade,,Completed,Europe
TXN_1408,CUST_147,2026-01-18,Crypto Trade,150.0,Completed,Europe
TXN_1409,CUST_138,2026-01-18,Crypto Trade,50.0,Completed,Europe
TXN_1410,CUST_192,2026-01-18,Peer Transfer,300.0,Completed,LATAM
TXN_1411,CUST_141,2026-01-18,Wealth Management,50.0,Completed,Asia-Pacific
TXN_1412,CUST_125,2026-01-18,Wealth Management,1200.0,Completed,Europe
TXN_1413,CUST_198,2026-01-18,Micro Loan,150.0,Completed,Asia-Pacific
TXN_1414,CUST_149,2026-01-18,Peer Transfer,300.0,Completed,Europe
TXN_1415,CUST_124,2026-01-18,Crypto Trade,50.0,Completed,Europe
TXN_1416,CUST_123,2026-01-18,Peer Transfer,300.0,Failed,LATAM
TXN_1417,CUST_112,2026-01-18,Micro Loan,150.0,Refunded,North America
TXN_1418,CUST_159,2026-01-18,Micro Loan,150.0,Completed,LATAM
TXN_1419,CUST_106,2026-01-18,Peer Transfer,50.0,Refunded,Europe
TXN_1420,CUST_156,2026-01-18,Peer Transfer,300.0,Completed,Europe
TXN_1421,CUST_135,2026-01-18,Peer Transfer,1200.0,Completed,North America
TXN_1422,CUST_144,2026-01-18,Wealth Management,50.0,Completed,Asia-Pacific
TXN_1423,CUST_119,2026-01-18,Crypto Trade,50.0,Completed,Asia-Pacific
TXN_1424,CUST_164,2026-01-18,Peer Transfer,50.0,Refunded,Europe
TXN_1425,CUST_107,2026-01-18,Peer Transfer,300.0,Completed,Asia-Pacific
TXN_1426,CUST_115,2026-01-18,Peer Transfer,300.0,Completed,Europe
TXN_1427,CUST_113,2026-01-18,Micro Loan,150.0,Completed,North America
TXN_1428,CUST_175,2026-01-18,Micro Loan,50.0,Completed,North America
TXN_1429,CUST_186,2026-01-18,Wealth Management,150.0,Failed,Europe
TXN_1430,CUST_114,2026-01-18,Crypto Trade,150.0,Completed,North America
TXN_1431,CUST_191,2026-01-18,Wealth Management,150.0,Completed,LATAM
TXN_1432,CUST_197,2026-01-19,Crypto Trade,5000.0,Completed,LATAM
TXN_1433,CUST_165,2026-01-19,Micro Loan,50.0,Completed,North America
TXN_1434,CUST_131,2026-01-19,Micro Loan,300.0,Completed,Europe
TXN_1435,CUST_186,2026-01-19,Micro Loan,150.0,Completed,Europe
TXN_1436,CUST_162,2026-01-19,Wealth Management,150.0,Completed,North America
TXN_1437,CUST_185,2026-01-19,Peer Transfer,300.0,Completed,Asia-Pacific
TXN_1438,CUST_150,2026-01-19,Peer Transfer,300.0,Failed,LATAM
TXN_1439,CUST_124,2026-01-19,Micro Loan,5000.0,Failed,Asia-Pacific
TXN_1440,CUST_157,2026-01-19,Peer Transfer,50.0,Completed,Europe
TXN_1441,CUST_162,2026-01-19,Peer Transfer,50.0,Completed,Europe
TXN_1442,CUST_161,2026-01-19,Wealth Management,300.0,Completed,Asia-Pacific
TXN_1443,CUST_121,2026-01-19,Crypto Trade,150.0,Completed,North America
TXN_1444,CUST_157,2026-01-19,Micro Loan,50.0,Completed,Asia-Pacific
TXN_1445,CUST_157,2026-01-19,Micro Loan,50.0,Completed,Asia-Pacific
TXN_1446,CUST_185,2026-01-19,Wealth Management,50.0,Completed,LATAM
TXN_1447,CUST_148,2026-01-19,Wealth Management,1200.0,Completed,LATAM
TXN_1448,CUST_151,2026-01-19,Peer Transfer,50.0,Completed,Asia-Pacific
TXN_1449,CUST_141,2026-01-19,Micro Loan,150.0,Completed,Asia-Pacific
TXN_1450,CUST_169,2026-01-19,Crypto Trade,50.0,Completed,Europe
TXN_1451,CUST_114,2026-01-19,Wealth Management,150.0,Completed,LATAM
TXN_1452,CUST_153,2026-01-19,Crypto Trade,50.0,Completed,LATAM
TXN_1453,CUST_159,2026-01-19,Crypto Trade,150.0,Completed,Europe
TXN_1454,CUST_196,2026-01-19,Micro Loan,50.0,Completed,North America
TXN_1455,CUST_107,2026-01-19,Micro Loan,1200.0,Completed,LATAM
TXN_1456,CUST_152,2026-01-20,Wealth Management,50.0,Completed,LATAM
TXN_1457,CUST_159,2026-01-20,Micro Loan,150.0,Completed,North America
TXN_1458,CUST_104,2026-01-20,Micro Loan,1200.0,Failed,LATAM
TXN_1459,CUST_167,2026-01-20,Micro Loan,300.0,Completed,LATAM
TXN_1460,CUST_105,2026-01-20,Crypto Trade,150.0,Completed,North America
TXN_1461,CUST_195,2026-01-20,Wealth Management,150.0,Completed,North America
TXN_1462,CUST_193,2026-01-20,Peer Transfer,150.0,Completed,Asia-Pacific
TXN_1463,CUST_146,2026-01-20,Crypto Trade,300.0,Completed,Europe
TXN_1464,CUST_198,2026-01-20,Micro Loan,5000.0,Completed,Europe
TXN_1465,CUST_154,2026-01-20,Crypto Trade,300.0,Completed,North America
TXN_1466,CUST_139,2026-01-20,Micro Loan,150.0,Failed,North America
TXN_1467,CUST_151,2026-01-20,Micro Loan,300.0,Completed,LATAM
TXN_1468,CUST_115,2026-01-20,Crypto Trade,150.0,Completed,Asia-Pacific
TXN_1469,CUST_112,2026-01-20,Wealth Management,50.0,Failed,Asia-Pacific
TXN_1470,CUST_129,2026-01-20,Micro Loan,150.0,Completed,North America
TXN_1471,CUST_118,2026-01-20,Wealth Management,5000.0,Refunded,LATAM
TXN_1472,CUST_116,2026-01-20,Peer Transfer,50.0,Completed,LATAM
TXN_1473,CUST_162,2026-01-20,Micro Loan,300.0,Refunded,Europe
TXN_1474,CUST_118,2026-01-20,Wealth Management,50.0,Completed,Europe
TXN_1475,CUST_191,2026-01-20,Wealth Management,150.0,Completed,LATAM
TXN_1476,CUST_157,2026-01-20,Peer Transfer,50.0,Completed,Europe
TXN_1477,CUST_154,2026-01-20,Wealth Management,150.0,Completed,North America
TXN_1478,CUST_189,2026-01-20,Wealth Management,300.0,Completed,LATAM
TXN_1479,CUST_189,2026-01-20,Peer Transfer,150.0,Completed,Europe
TXN_1480,CUST_161,2026-01-21,Micro Loan,300.0,Completed,Asia-Pacific
TXN_1481,CUST_122,2026-01-21,Wealth Management,300.0,Completed,LATAM
TXN_1482,CUST_108,2026-01-21,Wealth Management,,Completed,LATAM
TXN_1483,CUST_111,2026-01-21,Wealth Management,50.0,Completed,Asia-Pacific
TXN_1484,CUST_100,2026-01-21,Crypto Trade,150.0,Refunded,North America
TXN_1485,CUST_157,2026-01-21,Peer Transfer,50.0,Completed,Asia-Pacific
TXN_1486,CUST_100,2026-01-21,Crypto Trade,5000.0,Refunded,LATAM
TXN_1487,CUST_133,2026-01-21,Peer Transfer,,Completed,North America
TXN_1488,CUST_195,2026-01-21,Micro Loan,150.0,Completed,Europe
TXN_1489,CUST_147,2026-01-21,Micro Loan,1200.0,Completed,Europe
TXN_1490,CUST_188,2026-01-21,Wealth Management,150.0,Completed,Europe
TXN_1491,CUST_100,2026-01-21,Peer Transfer,300.0,Completed,LATAM
TXN_1492,CUST_115,2026-01-21,Micro Loan,50.0,Completed,Asia-Pacific
TXN_1493,CUST_160,2026-01-21,Peer Transfer,300.0,Completed,North America
TXN_1494,CUST_163,2026-01-21,Micro Loan,50.0,Refunded,Europe
TXN_1495,CUST_162,2026-01-21,Crypto Trade,1200.0,Completed,North America
TXN_1496,CUST_168,2026-01-21,Micro Loan,300.0,Completed,LATAM
TXN_1497,CUST_121,2026-01-21,Crypto Trade,300.0,Completed,Europe
TXN_1498,CUST_192,2026-01-21,Micro Loan,50.0,Completed,LATAM
TXN_1499,CUST_166,2026-01-21,Wealth Management,150.0,Completed,Asia-Pacific
TXN_1500,CUST_175,2026-01-21,Crypto Trade,50.0,Completed,LATAM
TXN_1501,CUST_125,2026-01-21,Micro Loan,150.0,Completed,LATAM
TXN_1502,CUST_115,2026-01-21,Wealth Management,50.0,Completed,Asia-Pacific
TXN_1503,CUST_150,2026-01-21,Crypto Trade,,Completed,North America
TXN_1504,CUST_185,2026-01-22,Wealth Management,150.0,Failed,Asia-Pacific
TXN_1505,CUST_156,2026-01-22,Peer Transfer,150.0,Failed,Asia-Pacific
TXN_1506,CUST_128,2026-01-22,Peer Transfer,150.0,Completed,LATAM
TXN_1507,CUST_177,2026-01-22,Crypto Trade,150.0,Completed,North America
TXN_1508,CUST_191,2026-01-22,Micro Loan,300.0,Completed,Europe
TXN_1509,CUST_168,2026-01-22,Crypto Trade,150.0,Failed,Asia-Pacific
TXN_1510,CUST_146,2026-01-22,Wealth Management,,Completed,North America
TXN_1511,CUST_193,2026-01-22,Micro Loan,150.0,Completed,Asia-Pacific
TXN_1512,CUST_161,2026-01-22,Peer Transfer,5000.0,Completed,Asia-Pacific
TXN_1513,CUST_168,2026-01-22,Micro Loan,1200.0,Completed,Asia-Pacific
TXN_1514,CUST_175,2026-01-22,Peer Transfer,50.0,Completed,Asia-Pacific
TXN_1515,CUST_115,2026-01-22,Micro Loan,,Completed,LATAM
TXN_1516,CUST_189,2026-01-22,Micro Loan,50.0,Completed,North America
TXN_1517,CUST_189,2026-01-22,Micro Loan,1200.0,Completed,North America
TXN_1518,CUST_147,2026-01-22,Wealth Management,150.0,Completed,North America
TXN_1519,CUST_184,2026-01-22,Wealth Management,1200.0,Completed,Asia-Pacific
TXN_1520,CUST_138,2026-01-22,Crypto Trade,1200.0,Completed,LATAM
TXN_1521,CUST_199,2026-01-22,Crypto Trade,1200.0,Completed,Asia-Pacific
TXN_1522,CUST_132,2026-01-22,Peer Transfer,300.0,Failed,Asia-Pacific
TXN_1523,CUST_193,2026-01-22,Wealth Management,150.0,Completed,North America
TXN_1524,CUST_122,2026-01-22,Peer Transfer,50.0,Completed,Asia-Pacific
TXN_1525,CUST_109,2026-01-22,Crypto Trade,150.0,Completed,Europe
TXN_1526,CUST_168,2026-01-22,Peer Transfer,50.0,Completed,Asia-Pacific
TXN_1527,CUST_199,2026-01-22,Crypto Trade,300.0,Completed,Europe
TXN_1528,CUST_133,2026-01-23,Wealth Management,150.0,Completed,Asia-Pacific
TXN_1529,CUST_151,2026-01-23,Micro Loan,5000.0,Failed,LATAM
TXN_1530,CUST_194,2026-01-23,Wealth Management,300.0,Completed,LATAM
TXN_1531,CUST_109,2026-01-23,Peer Transfer,1200.0,Completed,North America
TXN_1532,CUST_118,2026-01-23,Peer Transfer,50.0,Completed,Asia-Pacific
TXN_1533,CUST_157,2026-01-23,Wealth Management,1200.0,Completed,Europe
TXN_1534,CUST_195,2026-01-23,Wealth Management,,Completed,Europe
TXN_1535,CUST_100,2026-01-23,Crypto Trade,150.0,Completed,Asia-Pacific
TXN_1536,CUST_168,2026-01-23,Peer Transfer,300.0,Completed,Europe
TXN_1537,CUST_103,2026-01-23,Peer Transfer,300.0,Completed,LATAM
TXN_1538,CUST_115,2026-01-23,Wealth Management,50.0,Completed,Europe
TXN_1539,CUST_123,2026-01-23,Micro Loan,150.0,Completed,North America
TXN_1540,CUST_179,2026-01-23,Peer Transfer,150.0,Completed,LATAM
TXN_1541,CUST_101,2026-01-23,Micro Loan,50.0,Completed,LATAM
TXN_1542,CUST_191,2026-01-23,Wealth Management,150.0,Refunded,LATAM
TXN_1543,CUST_131,2026-01-23,Wealth Management,50.0,Completed,Asia-Pacific
TXN_1544,CUST_190,2026-01-23,Crypto Trade,50.0,Completed,Asia-Pacific
TXN_1545,CUST_183,2026-01-23,Peer Transfer,50.0,Completed,LATAM
TXN_1546,CUST_123,2026-01-23,Micro Loan,5000.0,Completed,Asia-Pacific
TXN_1547,CUST_111,2026-01-23,Crypto Trade,150.0,Completed,Europe
TXN_1548,CUST_149,2026-01-23,Peer Transfer,5000.0,Completed,Asia-Pacific
TXN_1549,CUST_134,2026-01-23,Crypto Trade,150.0,Refunded,Asia-Pacific
TXN_1550,CUST_132,2026-01-23,Wealth Management,150.0,Completed,LATAM
TXN_1551,CUST_132,2026-01-23,Peer Transfer,150.0,Completed,North America
TXN_1552,CUST_160,2026-01-24,Crypto Trade,150.0,Completed,North America
TXN_1553,CUST_150,2026-01-24,Crypto Trade,50.0,Failed,North America
TXN_1554,CUST_142,2026-01-24,Micro Loan,300.0,Completed,Europe
TXN_1555,CUST_111,2026-01-24,Crypto Trade,50.0,Completed,Asia-Pacific
TXN_1556,CUST_166,2026-01-24,Peer Transfer,300.0,Completed,North America
TXN_1557,CUST_164,2026-01-24,Peer Transfer,300.0,Completed,LATAM
TXN_1558,CUST_132,2026-01-24,Micro Loan,50.0,Completed,North America
TXN_1559,CUST_139,2026-01-24,Peer Transfer,50.0,Completed,North America
TXN_1560,CUST_173,2026-01-24,Wealth Management,300.0,Completed,Asia-Pacific
TXN_1561,CUST_142,2026-01-24,Peer Transfer,150.0,Completed,Asia-Pacific
TXN_1562,CUST_143,2026-01-24,Peer Transfer,50.0,Completed,Asia-Pacific
TXN_1563,CUST_128,2026-01-24,Crypto Trade,5000.0,Completed,Europe
TXN_1564,CUST_112,2026-01-24,Crypto Trade,50.0,Completed,Europe
TXN_1565,CUST_111,2026-01-24,Peer Transfer,300.0,Refunded,North America
TXN_1566,CUST_194,2026-01-24,Micro Loan,5000.0,Failed,Asia-Pacific
TXN_1567,CUST_145,2026-01-24,Crypto Trade,50.0,Completed,North America
TXN_1568,CUST_101,2026-01-24,Micro Loan,50.0,Failed,LATAM
TXN_1569,CUST_134,2026-01-24,Peer Transfer,50.0,Completed,LATAM
TXN_1570,CUST_186,2026-01-24,Peer Transfer,150.0,Completed,Asia-Pacific
TXN_1571,CUST_180,2026-01-24,Wealth Management,50.0,Completed,Asia-Pacific
TXN_1572,CUST_189,2026-01-24,Crypto Trade,300.0,Completed,LATAM
TXN_1573,CUST_107,2026-01-24,Peer Transfer,50.0,Completed,Asia-Pacific
TXN_1574,CUST_192,2026-01-24,Wealth Management,150.0,Completed,Europe
TXN_1575,CUST_125,2026-01-24,Crypto Trade,5000.0,Completed,Europe
TXN_1576,CUST_173,2026-01-25,Peer Transfer,1200.0,Completed,Asia-Pacific
TXN_1577,CUST_189,2026-01-25,Peer Transfer,300.0,Completed,LATAM
TXN_1578,CUST_133,2026-01-25,Crypto Trade,150.0,Completed,North America
TXN_1579,CUST_106,2026-01-25,Crypto Trade,300.0,Completed,Asia-Pacific
TXN_1580,CUST_167,2026-01-25,Crypto Trade,150.0,Completed,Asia-Pacific
TXN_1581,CUST_157,2026-01-25,Peer Transfer,150.0,Refunded,North America
TXN_1582,CUST_174,2026-01-25,Peer Transfer,50.0,Refunded,Asia-Pacific
TXN_1583,CUST_128,2026-01-25,Wealth Management,1200.0,Completed,North America
TXN_1584,CUST_135,2026-01-25,Micro Loan,150.0,Refunded,LATAM
TXN_1585,CUST_188,2026-01-25,Crypto Trade,50.0,Completed,Europe
TXN_1586,CUST_120,2026-01-25,Peer Transfer,150.0,Refunded,LATAM
TXN_1587,CUST_135,2026-01-25,Peer Transfer,150.0,Completed,Europe
TXN_1588,CUST_109,2026-01-25,Crypto Trade,1200.0,Completed,North America
TXN_1589,CUST_172,2026-01-25,Micro Loan,300.0,Completed,Europe
TXN_1590,CUST_123,2026-01-25,Crypto Trade,300.0,Completed,LATAM
TXN_1591,CUST_163,2026-01-25,Micro Loan,50.0,Completed,Europe
TXN_1592,CUST_198,2026-01-25,Peer Transfer,150.0,Completed,North America
TXN_1593,CUST_148,2026-01-25,Micro Loan,150.0,Completed,Europe
TXN_1594,CUST_198,2026-01-25,Wealth Management,50.0,Completed,Asia-Pacific
TXN_1595,CUST_135,2026-01-25,Peer Transfer,50.0,Completed,LATAM
TXN_1596,CUST_181,2026-01-25,Wealth Management,300.0,Failed,Asia-Pacific
TXN_1597,CUST_195,2026-01-25,Crypto Trade,50.0,Completed,North America
TXN_1598,CUST_123,2026-01-25,Crypto Trade,150.0,Completed,Europe
TXN_1599,CUST_122,2026-01-25,Crypto Trade,50.0,Completed,Asia-Pacific
TXN_1600,CUST_161,2026-01-26,Micro Loan,50.0,Completed,Asia-Pacific
TXN_1601,CUST_195,2026-01-26,Peer Transfer,50.0,Completed,Europe
TXN_1602,CUST_136,2026-01-26,Crypto Trade,5000.0,Refunded,Europe
TXN_1603,CUST_111,2026-01-26,Crypto Trade,1200.0,Completed,LATAM
TXN_1604,CUST_154,2026-01-26,Peer Transfer,5000.0,Completed,Asia-Pacific
TXN_1605,CUST_112,2026-01-26,Crypto Trade,150.0,Failed,Asia-Pacific
TXN_1606,CUST_122,2026-01-26,Wealth Management,50.0,Completed,North America
TXN_1607,CUST_188,2026-01-26,Peer Transfer,150.0,Completed,LATAM
TXN_1608,CUST_198,2026-01-26,Peer Transfer,150.0,Completed,North America
TXN_1609,CUST_129,2026-01-26,Peer Transfer,1200.0,Completed,Asia-Pacific
TXN_1610,CUST_116,2026-01-26,Wealth Management,50.0,Completed,North America
TXN_1611,CUST_161,2026-01-26,Peer Transfer,150.0,Completed,Asia-Pacific
TXN_1612,CUST_183,2026-01-26,Wealth Management,50.0,Completed,Asia-Pacific
TXN_1613,CUST_188,2026-01-26,Peer Transfer,150.0,Refunded,North America
TXN_1614,CUST_185,2026-01-26,Micro Loan,300.0,Completed,North America
TXN_1615,CUST_112,2026-01-26,Crypto Trade,150.0,Completed,Europe
TXN_1616,CUST_158,2026-01-26,Micro Loan,150.0,Completed,Europe
TXN_1617,CUST_118,2026-01-26,Crypto Trade,150.0,Completed,Europe
TXN_1618,CUST_148,2026-01-26,Wealth Management,150.0,Completed,Asia-Pacific
TXN_1619,CUST_199,2026-01-26,Micro Loan,300.0,Completed,North America
TXN_1620,CUST_111,2026-01-26,Peer Transfer,1200.0,Failed,LATAM
TXN_1621,CUST_160,2026-01-26,Crypto Trade,5000.0,Completed,Asia-Pacific
TXN_1622,CUST_118,2026-01-26,Crypto Trade,300.0,Completed,LATAM
TXN_1623,CUST_175,2026-01-26,Micro Loan,150.0,Completed,North America
TXN_1624,CUST_108,2026-01-27,Wealth Management,300.0,Completed,Asia-Pacific
TXN_1625,CUST_170,2026-01-27,Micro Loan,150.0,Completed,LATAM
TXN_1626,CUST_127,2026-01-27,Wealth Management,50.0,Completed,LATAM
TXN_1627,CUST_177,2026-01-27,Wealth Management,1200.0,Completed,Europe
TXN_1628,CUST_194,2026-01-27,Crypto Trade,50.0,Completed,Europe
TXN_1629,CUST_151,2026-01-27,Micro Loan,,Failed,Europe
TXN_1630,CUST_182,2026-01-27,Micro Loan,150.0,Refunded,Asia-Pacific
TXN_1631,CUST_115,2026-01-27,Wealth Management,300.0,Completed,North America
TXN_1632,CUST_168,2026-01-27,Micro Loan,300.0,Failed,North America
TXN_1633,CUST_198,2026-01-27,Peer Transfer,1200.0,Completed,Europe
TXN_1634,CUST_111,2026-01-27,Peer Transfer,300.0,Refunded,Europe
TXN_1635,CUST_124,2026-01-27,Micro Loan,300.0,Completed,Europe
TXN_1636,CUST_151,2026-01-27,Micro Loan,50.0,Refunded,LATAM
TXN_1637,CUST_184,2026-01-27,Wealth Management,150.0,Refunded,Europe
TXN_1638,CUST_199,2026-01-27,Peer Transfer,50.0,Completed,LATAM
TXN_1639,CUST_152,2026-01-27,Peer Transfer,300.0,Refunded,North America
TXN_1640,CUST_122,2026-01-27,Crypto Trade,150.0,Completed,Asia-Pacific
TXN_1641,CUST_115,2026-01-27,Wealth Management,300.0,Completed,Asia-Pacific
TXN_1642,CUST_156,2026-01-27,Crypto Trade,50.0,Completed,Asia-Pacific
TXN_1643,CUST_138,2026-01-27,Peer Transfer,50.0,Completed,Asia-Pacific
TXN_1644,CUST_152,2026-01-27,Wealth Management,300.0,Completed,LATAM
TXN_1645,CUST_141,2026-01-27,Micro Loan,50.0,Completed,LATAM
TXN_1646,CUST_157,2026-01-27,Wealth Management,50.0,Refunded,Europe
TXN_1647,CUST_138,2026-01-27,Micro Loan,50.0,Completed,LATAM
TXN_1648,CUST_113,2026-01-28,Micro Loan,5000.0,Completed,Europe
TXN_1649,CUST_194,2026-01-28,Wealth Management,300.0,Refunded,Europe
TXN_1650,CUST_104,2026-01-28,Micro Loan,150.0,Refunded,Asia-Pacific
TXN_1651,CUST_134,2026-01-28,Crypto Trade,50.0,Refunded,LATAM
TXN_1652,CUST_186,2026-01-28,Peer Transfer,150.0,Completed,LATAM
TXN_1653,CUST_192,2026-01-28,Micro Loan,300.0,Refunded,Europe
TXN_1654,CUST_174,2026-01-28,Crypto Trade,300.0,Completed,Europe
TXN_1655,CUST_117,2026-01-28,Micro Loan,50.0,Completed,North America
TXN_1656,CUST_175,2026-01-28,Peer Transfer,50.0,Completed,North America
TXN_1657,CUST_108,2026-01-28,Crypto Trade,50.0,Completed,Europe
TXN_1658,CUST_173,2026-01-28,Peer Transfer,300.0,Completed,North America
TXN_1659,CUST_157,2026-01-28,Peer Transfer,300.0,Completed,North America
TXN_1660,CUST_116,2026-01-28,Crypto Trade,50.0,Completed,Europe
TXN_1661,CUST_106,2026-01-28,Crypto Trade,50.0,Completed,Europe
TXN_1662,CUST_145,2026-01-28,Crypto Trade,50.0,Completed,LATAM
TXN_1663,CUST_112,2026-01-28,Wealth Management,5000.0,Completed,Europe
TXN_1664,CUST_139,2026-01-28,Crypto Trade,50.0,Completed,Europe
TXN_1665,CUST_141,2026-01-28,Crypto Trade,300.0,Completed,Asia-Pacific
TXN_1666,CUST_108,2026-01-28,Crypto Trade,300.0,Completed,LATAM
TXN_1667,CUST_149,2026-01-28,Crypto Trade,150.0,Completed,LATAM
TXN_1668,CUST_126,2026-01-28,Micro Loan,50.0,Refunded,LATAM
TXN_1669,CUST_165,2026-01-28,Wealth Management,50.0,Completed,Asia-Pacific
TXN_1670,CUST_104,2026-01-28,Peer Transfer,300.0,Completed,Europe
TXN_1671,CUST_128,2026-01-28,Crypto Trade,300.0,Completed,LATAM
TXN_1672,CUST_136,2026-01-29,Micro Loan,300.0,Completed,LATAM
TXN_1673,CUST_137,2026-01-29,Micro Loan,150.0,Failed,North America
TXN_1674,CUST_182,2026-01-29,Micro Loan,50.0,Completed,LATAM
TXN_1675,CUST_107,2026-01-29,Peer Transfer,5000.0,Completed,Europe
TXN_1676,CUST_164,2026-01-29,Crypto Trade,300.0,Completed,Europe
TXN_1677,CUST_185,2026-01-29,Wealth Management,50.0,Completed,North America
TXN_1678,CUST_116,2026-01-29,Wealth Management,5000.0,Completed,LATAM
TXN_1679,CUST_170,2026-01-29,Micro Loan,300.0,Completed,LATAM
